passengerCount,timeStamp
11,2016-09-13-22-5
10,2016-09-13-22-5
10,2016-09-13-22-5
14,2016-09-13-22-5
16,2016-09-13-22-5
16,2016-09-13-23-0
11,2016-09-13-23-0
9,2016-09-13-23-0
9,2016-09-13-23-0
9,2016-09-13-23-0
10,2016-09-13-23-0
11,2016-09-13-23-0
10,2016-09-13-23-0
8,2016-09-13-23-0
8,2016-09-13-23-0
8,2016-09-13-23-1
8,2016-09-13-23-1
8,2016-09-13-23-1
8,2016-09-13-23-1
10,2016-09-13-23-1
10,2016-09-13-23-1
11,2016-09-13-23-1
9,2016-09-13-23-1
11,2016-09-13-23-1
10,2016-09-13-23-1
9,2016-09-13-23-2
7,2016-09-13-23-2
8,2016-09-13-23-2
7,2016-09-13-23-2
9,2016-09-13-23-2
11,2016-09-13-23-2
8,2016-09-13-23-2
7,2016-09-13-23-2
7,2016-09-13-23-2
7,2016-09-13-23-2
7,2016-09-13-23-3
9,2016-09-13-23-3
10,2016-09-13-23-3
10,2016-09-13-23-3
12,2016-09-13-23-3
8,2016-09-13-23-3
9,2016-09-13-23-3
9,2016-09-13-23-3
10,2016-09-13-23-3
10,2016-09-13-23-3
11,2016-09-13-23-4
9,2016-09-13-23-4
8,2016-09-13-23-4
7,2016-09-13-23-4
7,2016-09-13-23-4
9,2016-09-13-23-4
9,2016-09-13-23-4
8,2016-09-13-23-4
8,2016-09-13-23-4
8,2016-09-13-23-4
7,2016-09-13-23-5
7,2016-09-13-23-5
7,2016-09-13-23-5
6,2016-09-13-23-5
7,2016-09-13-23-5
7,2016-09-13-23-5
9,2016-09-13-23-5
11,2016-09-13-23-5
14,2016-09-13-23-5
15,2016-09-13-23-5
18,2016-09-14-00-0
4,2016-09-14-00-0
5,2016-09-14-00-0
5,2016-09-14-00-0
6,2016-09-14-00-0
6,2016-09-14-00-0
7,2016-09-14-00-0
7,2016-09-14-00-0
8,2016-09-14-00-0
7,2016-09-14-00-0
6,2016-09-14-00-1
5,2016-09-14-00-1
2,2016-09-14-00-1
3,2016-09-14-00-1
4,2016-09-14-00-1
4,2016-09-14-00-1
4,2016-09-14-00-1
4,2016-09-14-00-1
4,2016-09-14-00-1
5,2016-09-14-00-1
5,2016-09-14-00-2
5,2016-09-14-00-2
5,2016-09-14-00-2
5,2016-09-14-00-2
6,2016-09-14-00-2
7,2016-09-14-00-2
6,2016-09-14-00-2
7,2016-09-14-00-2
10,2016-09-14-00-2
11,2016-09-14-00-2
11,2016-09-14-00-3
9,2016-09-14-00-3
11,2016-09-14-00-3
11,2016-09-14-00-3
11,2016-09-14-00-3
10,2016-09-14-00-3
8,2016-09-14-00-3
7,2016-09-14-00-3
8,2016-09-14-00-3
8,2016-09-14-00-3
7,2016-09-14-00-4
7,2016-09-14-00-4
7,2016-09-14-00-4
8,2016-09-14-00-4
8,2016-09-14-00-4
8,2016-09-14-00-4
9,2016-09-14-00-4
10,2016-09-14-00-4
8,2016-09-14-00-4
8,2016-09-14-00-4
6,2016-09-14-00-5
6,2016-09-14-00-5
5,2016-09-14-00-5
6,2016-09-14-00-5
6,2016-09-14-00-5
7,2016-09-14-00-5
7,2016-09-14-00-5
8,2016-09-14-00-5
8,2016-09-14-00-5
8,2016-09-14-00-5
9,2016-09-14-01-0
11,2016-09-14-01-0
10,2016-09-14-01-0
10,2016-09-14-01-0
9,2016-09-14-01-0
8,2016-09-14-01-0
7,2016-09-14-01-0
6,2016-09-14-01-0
6,2016-09-14-01-0
8,2016-09-14-01-0
7,2016-09-14-01-1
8,2016-09-14-01-1
9,2016-09-14-01-1
8,2016-09-14-01-1
9,2016-09-14-01-1
10,2016-09-14-01-1
11,2016-09-14-01-1
10,2016-09-14-01-1
10,2016-09-14-01-1
10,2016-09-14-01-1
10,2016-09-14-01-2
10,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
5,2016-09-14-01-2
6,2016-09-14-01-2
6,2016-09-14-01-3
6,2016-09-14-01-3
6,2016-09-14-01-3
6,2016-09-14-01-3
6,2016-09-14-01-3
6,2016-09-14-01-3
6,2016-09-14-01-3
7,2016-09-14-01-3
4,2016-09-14-01-3
4,2016-09-14-01-3
6,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
4,2016-09-14-01-4
5,2016-09-14-01-4
4,2016-09-14-01-4
6,2016-09-14-01-5
6,2016-09-14-01-5
7,2016-09-14-01-5
7,2016-09-14-01-5
7,2016-09-14-01-5
6,2016-09-14-01-5
6,2016-09-14-01-5
7,2016-09-14-01-5
9,2016-09-14-01-5
8,2016-09-14-01-5
6,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-0
6,2016-09-14-02-0
5,2016-09-14-02-0
5,2016-09-14-02-1
6,2016-09-14-02-1
5,2016-09-14-02-1
5,2016-09-14-02-1
5,2016-09-14-02-1
6,2016-09-14-02-1
4,2016-09-14-02-1
5,2016-09-14-02-1
5,2016-09-14-02-1
6,2016-09-14-02-1
5,2016-09-14-02-2
5,2016-09-14-02-2
5,2016-09-14-02-2
5,2016-09-14-02-2
5,2016-09-14-02-2
5,2016-09-14-02-2
5,2016-09-14-02-2
4,2016-09-14-02-2
4,2016-09-14-02-2
4,2016-09-14-02-2
4,2016-09-14-02-3
5,2016-09-14-02-3
4,2016-09-14-02-3
4,2016-09-14-02-3
5,2016-09-14-02-3
5,2016-09-14-02-3
5,2016-09-14-02-3
5,2016-09-14-02-3
5,2016-09-14-02-3
6,2016-09-14-02-3
5,2016-09-14-02-4
6,2016-09-14-02-4
7,2016-09-14-02-4
6,2016-09-14-02-4
6,2016-09-14-02-4
6,2016-09-14-02-4
4,2016-09-14-02-4
4,2016-09-14-02-4
4,2016-09-14-02-4
4,2016-09-14-02-4
4,2016-09-14-02-5
4,2016-09-14-02-5
4,2016-09-14-02-5
4,2016-09-14-02-5
4,2016-09-14-02-5
5,2016-09-14-02-5
5,2016-09-14-02-5
5,2016-09-14-02-5
5,2016-09-14-02-5
5,2016-09-14-02-5
5,2016-09-14-03-0
5,2016-09-14-03-0
5,2016-09-14-03-0
4,2016-09-14-03-0
4,2016-09-14-03-0
4,2016-09-14-03-0
4,2016-09-14-03-0
5,2016-09-14-03-0
4,2016-09-14-03-0
4,2016-09-14-03-0
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-1
4,2016-09-14-03-2
4,2016-09-14-03-2
4,2016-09-14-03-2
4,2016-09-14-03-2
4,2016-09-14-03-2
5,2016-09-14-03-2
5,2016-09-14-03-2
5,2016-09-14-03-2
4,2016-09-14-03-2
4,2016-09-14-03-2
4,2016-09-14-03-3
5,2016-09-14-03-3
5,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-3
4,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
5,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
4,2016-09-14-03-4
3,2016-09-14-03-5
3,2016-09-14-03-5
3,2016-09-14-03-5
4,2016-09-14-03-5
4,2016-09-14-03-5
5,2016-09-14-03-5
7,2016-09-14-03-5
8,2016-09-14-03-5
7,2016-09-14-03-5
7,2016-09-14-03-5
6,2016-09-14-04-0
4,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-0
4,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-0
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-1
3,2016-09-14-04-2
3,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
4,2016-09-14-04-2
3,2016-09-14-04-3
3,2016-09-14-04-3
6,2016-09-14-04-3
3,2016-09-14-04-3
4,2016-09-14-04-3
3,2016-09-14-04-3
4,2016-09-14-04-3
5,2016-09-14-04-3
5,2016-09-14-04-3
6,2016-09-14-04-3
5,2016-09-14-04-4
5,2016-09-14-04-4
5,2016-09-14-04-4
5,2016-09-14-04-4
4,2016-09-14-04-4
4,2016-09-14-04-4
7,2016-09-14-04-4
6,2016-09-14-04-4
5,2016-09-14-04-4
5,2016-09-14-04-4
6,2016-09-14-04-5
5,2016-09-14-04-5
5,2016-09-14-04-5
5,2016-09-14-04-5
4,2016-09-14-04-5
4,2016-09-14-04-5
4,2016-09-14-04-5
5,2016-09-14-04-5
6,2016-09-14-04-5
8,2016-09-14-04-5
8,2016-09-14-05-0
8,2016-09-14-05-0
7,2016-09-14-05-0
8,2016-09-14-05-0
9,2016-09-14-05-0
9,2016-09-14-05-0
8,2016-09-14-05-0
7,2016-09-14-05-0
7,2016-09-14-05-0
8,2016-09-14-05-0
9,2016-09-14-05-1
9,2016-09-14-05-1
9,2016-09-14-05-1
8,2016-09-14-05-1
8,2016-09-14-05-1
6,2016-09-14-05-1
5,2016-09-14-05-1
4,2016-09-14-05-1
4,2016-09-14-05-1
5,2016-09-14-05-1
4,2016-09-14-05-2
4,2016-09-14-05-2
4,2016-09-14-05-2
4,2016-09-14-05-2
4,2016-09-14-05-2
4,2016-09-14-05-2
3,2016-09-14-05-2
3,2016-09-14-05-2
3,2016-09-14-05-2
3,2016-09-14-05-2
4,2016-09-14-05-3
3,2016-09-14-05-3
3,2016-09-14-05-3
3,2016-09-14-05-3
4,2016-09-14-05-3
4,2016-09-14-05-3
4,2016-09-14-05-3
3,2016-09-14-05-3
3,2016-09-14-05-3
3,2016-09-14-05-3
3,2016-09-14-05-4
3,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-4
7,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-4
6,2016-09-14-05-5
6,2016-09-14-05-5
8,2016-09-14-05-5
7,2016-09-14-05-5
8,2016-09-14-05-5
6,2016-09-14-05-5
6,2016-09-14-05-5
7,2016-09-14-05-5
7,2016-09-14-05-5
6,2016-09-14-05-5
6,2016-09-14-06-0
6,2016-09-14-06-0
6,2016-09-14-06-0
5,2016-09-14-06-0
6,2016-09-14-06-0
6,2016-09-14-06-0
5,2016-09-14-06-0
6,2016-09-14-06-0
7,2016-09-14-06-0
7,2016-09-14-06-0
6,2016-09-14-06-1
6,2016-09-14-06-1
6,2016-09-14-06-1
6,2016-09-14-06-1
7,2016-09-14-06-1
7,2016-09-14-06-1
5,2016-09-14-06-1
6,2016-09-14-06-1
6,2016-09-14-06-1
7,2016-09-14-06-1
7,2016-09-14-06-2
7,2016-09-14-06-2
6,2016-09-14-06-2
8,2016-09-14-06-2
8,2016-09-14-06-2
6,2016-09-14-06-2
6,2016-09-14-06-2
6,2016-09-14-06-2
5,2016-09-14-06-2
6,2016-09-14-06-2
5,2016-09-14-06-3
5,2016-09-14-06-3
5,2016-09-14-06-3
4,2016-09-14-06-3
4,2016-09-14-06-3
6,2016-09-14-06-3
3,2016-09-14-06-3
3,2016-09-14-06-3
4,2016-09-14-06-3
4,2016-09-14-06-3
4,2016-09-14-06-4
3,2016-09-14-06-4
3,2016-09-14-06-4
4,2016-09-14-06-4
4,2016-09-14-06-4
4,2016-09-14-06-4
5,2016-09-14-06-4
5,2016-09-14-06-4
5,2016-09-14-06-4
6,2016-09-14-06-4
6,2016-09-14-06-5
5,2016-09-14-06-5
5,2016-09-14-06-5
5,2016-09-14-06-5
5,2016-09-14-06-5
5,2016-09-14-06-5
6,2016-09-14-06-5
7,2016-09-14-06-5
5,2016-09-14-06-5
5,2016-09-14-06-5
7,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
5,2016-09-14-07-0
6,2016-09-14-07-0
6,2016-09-14-07-1
7,2016-09-14-07-1
6,2016-09-14-07-1
8,2016-09-14-07-1
8,2016-09-14-07-1
6,2016-09-14-07-1
9,2016-09-14-07-1
9,2016-09-14-07-1
9,2016-09-14-07-1
8,2016-09-14-07-1
10,2016-09-14-07-2
6,2016-09-14-07-2
6,2016-09-14-07-2
7,2016-09-14-07-2
7,2016-09-14-07-2
8,2016-09-14-07-2
9,2016-09-14-07-2
7,2016-09-14-07-2
9,2016-09-14-07-2
10,2016-09-14-07-2
11,2016-09-14-07-3
9,2016-09-14-07-3
11,2016-09-14-07-3
13,2016-09-14-07-3
10,2016-09-14-07-3
10,2016-09-14-07-3
13,2016-09-14-07-3
10,2016-09-14-07-3
11,2016-09-14-07-3
11,2016-09-14-07-3
10,2016-09-14-07-4
8,2016-09-14-07-4
9,2016-09-14-07-4
10,2016-09-14-07-4
10,2016-09-14-07-4
10,2016-09-14-07-4
9,2016-09-14-07-4
9,2016-09-14-07-4
7,2016-09-14-07-4
8,2016-09-14-07-4
8,2016-09-14-07-5
8,2016-09-14-07-5
8,2016-09-14-07-5
8,2016-09-14-07-5
9,2016-09-14-07-5
10,2016-09-14-07-5
8,2016-09-14-07-5
10,2016-09-14-07-5
10,2016-09-14-07-5
7,2016-09-14-07-5
7,2016-09-14-08-0
6,2016-09-14-08-0
8,2016-09-14-08-0
7,2016-09-14-08-0
7,2016-09-14-08-0
6,2016-09-14-08-0
8,2016-09-14-08-0
7,2016-09-14-08-0
10,2016-09-14-08-0
11,2016-09-14-08-0
10,2016-09-14-08-1
9,2016-09-14-08-1
8,2016-09-14-08-1
10,2016-09-14-08-1
10,2016-09-14-08-1
11,2016-09-14-08-1
13,2016-09-14-08-1
13,2016-09-14-08-1
11,2016-09-14-08-1
13,2016-09-14-08-1
12,2016-09-14-08-2
11,2016-09-14-08-2
12,2016-09-14-08-2
12,2016-09-14-08-2
13,2016-09-14-08-2
15,2016-09-14-08-2
18,2016-09-14-08-2
19,2016-09-14-08-2
20,2016-09-14-08-2
20,2016-09-14-08-2
22,2016-09-14-08-3
23,2016-09-14-08-3
23,2016-09-14-08-3
21,2016-09-14-08-3
20,2016-09-14-08-3
21,2016-09-14-08-3
20,2016-09-14-08-3
21,2016-09-14-08-3
22,2016-09-14-08-3
20,2016-09-14-08-3
20,2016-09-14-08-4
19,2016-09-14-08-4
18,2016-09-14-08-4
19,2016-09-14-08-4
18,2016-09-14-08-4
19,2016-09-14-08-4
18,2016-09-14-08-4
18,2016-09-14-08-4
17,2016-09-14-08-4
18,2016-09-14-08-4
19,2016-09-14-08-5
27,2016-09-14-08-5
27,2016-09-14-08-5
27,2016-09-14-08-5
28,2016-09-14-08-5
28,2016-09-14-08-5
23,2016-09-14-08-5
21,2016-09-14-08-5
24,2016-09-14-08-5
27,2016-09-14-08-5
27,2016-09-14-09-0
27,2016-09-14-09-0
25,2016-09-14-09-0
22,2016-09-14-09-0
26,2016-09-14-09-0
27,2016-09-14-09-0
27,2016-09-14-09-0
28,2016-09-14-09-0
26,2016-09-14-09-0
26,2016-09-14-09-0
24,2016-09-14-09-1
25,2016-09-14-09-1
25,2016-09-14-09-1
26,2016-09-14-09-1
25,2016-09-14-09-1
22,2016-09-14-09-1
20,2016-09-14-09-1
21,2016-09-14-09-1
20,2016-09-14-09-1
26,2016-09-14-09-1
24,2016-09-14-09-2
21,2016-09-14-09-2
22,2016-09-14-09-2
22,2016-09-14-09-2
17,2016-09-14-09-2
21,2016-09-14-09-2
20,2016-09-14-09-2
20,2016-09-14-09-2
16,2016-09-14-09-2
14,2016-09-14-09-2
13,2016-09-14-09-3
13,2016-09-14-09-3
15,2016-09-14-09-3
15,2016-09-14-09-3
14,2016-09-14-09-3
15,2016-09-14-09-3
15,2016-09-14-09-3
16,2016-09-14-09-3
14,2016-09-14-09-3
14,2016-09-14-09-3
14,2016-09-14-09-4
15,2016-09-14-09-4
15,2016-09-14-09-4
15,2016-09-14-09-4
15,2016-09-14-09-4
18,2016-09-14-09-4
16,2016-09-14-09-4
17,2016-09-14-09-4
17,2016-09-14-09-4
16,2016-09-14-09-4
16,2016-09-14-09-5
14,2016-09-14-09-5
15,2016-09-14-09-5
13,2016-09-14-09-5
16,2016-09-14-09-5
16,2016-09-14-09-5
15,2016-09-14-09-5
16,2016-09-14-09-5
14,2016-09-14-09-5
14,2016-09-14-09-5
13,2016-09-14-10-0
15,2016-09-14-10-0
15,2016-09-14-10-0
16,2016-09-14-10-0
17,2016-09-14-10-0
17,2016-09-14-10-0
18,2016-09-14-10-0
18,2016-09-14-10-0
17,2016-09-14-10-0
18,2016-09-14-10-0
16,2016-09-14-10-1
14,2016-09-14-10-1
17,2016-09-14-10-1
16,2016-09-14-10-1
16,2016-09-14-10-1
16,2016-09-14-10-1
16,2016-09-14-10-1
18,2016-09-14-10-1
17,2016-09-14-10-1
13,2016-09-14-10-1
14,2016-09-14-10-2
15,2016-09-14-10-2
16,2016-09-14-10-2
12,2016-09-14-10-2
11,2016-09-14-10-2
11,2016-09-14-10-2
12,2016-09-14-10-2
13,2016-09-14-10-2
10,2016-09-14-10-2
8,2016-09-14-10-2
8,2016-09-14-10-3
8,2016-09-14-10-3
24,2016-09-14-10-3
27,2016-09-14-10-3
26,2016-09-14-10-3
27,2016-09-14-10-3
29,2016-09-14-10-3
29,2016-09-14-10-3
33,2016-09-14-10-3
34,2016-09-14-10-3
33,2016-09-14-10-4
35,2016-09-14-10-4
35,2016-09-14-10-4
36,2016-09-14-10-4
34,2016-09-14-10-4
31,2016-09-14-10-4
35,2016-09-14-10-4
34,2016-09-14-10-4
32,2016-09-14-10-4
34,2016-09-14-10-4
33,2016-09-14-10-5
34,2016-09-14-10-5
32,2016-09-14-10-5
33,2016-09-14-10-5
36,2016-09-14-10-5
34,2016-09-14-10-5
34,2016-09-14-10-5
36,2016-09-14-10-5
38,2016-09-14-10-5
44,2016-09-14-10-5
42,2016-09-14-11-0
43,2016-09-14-11-0
43,2016-09-14-11-0
43,2016-09-14-11-0
41,2016-09-14-11-0
39,2016-09-14-11-0
40,2016-09-14-11-0
38,2016-09-14-11-0
36,2016-09-14-11-0
36,2016-09-14-11-0
37,2016-09-14-11-1
37,2016-09-14-11-1
37,2016-09-14-11-1
36,2016-09-14-11-1
36,2016-09-14-11-1
36,2016-09-14-11-1
37,2016-09-14-11-1
39,2016-09-14-11-1
39,2016-09-14-11-1
42,2016-09-14-11-1
40,2016-09-14-11-2
42,2016-09-14-11-2
40,2016-09-14-11-2
40,2016-09-14-11-2
38,2016-09-14-11-2
37,2016-09-14-11-2
29,2016-09-14-11-2
18,2016-09-14-11-2
16,2016-09-14-11-2
14,2016-09-14-11-2
13,2016-09-14-11-3
15,2016-09-14-11-3
15,2016-09-14-11-3
13,2016-09-14-11-3
14,2016-09-14-11-3
14,2016-09-14-11-3
13,2016-09-14-11-3
14,2016-09-14-11-3
14,2016-09-14-11-3
15,2016-09-14-11-3
17,2016-09-14-11-4
15,2016-09-14-11-4
15,2016-09-14-11-4
14,2016-09-14-11-4
13,2016-09-14-11-4
13,2016-09-14-11-4
15,2016-09-14-11-4
13,2016-09-14-11-4
13,2016-09-14-11-4
11,2016-09-14-11-4
8,2016-09-14-11-5
7,2016-09-14-11-5
7,2016-09-14-11-5
7,2016-09-14-11-5
7,2016-09-14-11-5
9,2016-09-14-11-5
9,2016-09-14-11-5
10,2016-09-14-11-5
10,2016-09-14-11-5
10,2016-09-14-11-5
9,2016-09-14-12-0
10,2016-09-14-12-0
10,2016-09-14-12-0
12,2016-09-14-12-0
12,2016-09-14-12-0
12,2016-09-14-12-0
10,2016-09-14-12-0
11,2016-09-14-12-0
12,2016-09-14-12-0
12,2016-09-14-12-0
12,2016-09-14-12-1
12,2016-09-14-12-1
14,2016-09-14-12-1
16,2016-09-14-12-1
16,2016-09-14-12-1
17,2016-09-14-12-1
20,2016-09-14-12-1
18,2016-09-14-12-1
18,2016-09-14-12-1
17,2016-09-14-12-1
16,2016-09-14-12-2
16,2016-09-14-12-2
17,2016-09-14-12-2
18,2016-09-14-12-2
21,2016-09-14-12-2
21,2016-09-14-12-2
20,2016-09-14-12-2
20,2016-09-14-12-2
21,2016-09-14-12-2
19,2016-09-14-12-2
16,2016-09-14-12-3
18,2016-09-14-12-3
15,2016-09-14-12-3
19,2016-09-14-12-3
19,2016-09-14-12-3
19,2016-09-14-12-3
19,2016-09-14-12-3
16,2016-09-14-12-3
18,2016-09-14-12-3
18,2016-09-14-12-3
15,2016-09-14-12-4
14,2016-09-14-12-4
17,2016-09-14-12-4
18,2016-09-14-12-4
18,2016-09-14-12-4
20,2016-09-14-12-4
22,2016-09-14-12-4
21,2016-09-14-12-4
20,2016-09-14-12-4
20,2016-09-14-12-4
19,2016-09-14-12-5
20,2016-09-14-12-5
20,2016-09-14-12-5
22,2016-09-14-12-5
20,2016-09-14-12-5
23,2016-09-14-12-5
25,2016-09-14-12-5
23,2016-09-14-12-5
18,2016-09-14-12-5
21,2016-09-14-12-5
20,2016-09-14-13-0
20,2016-09-14-13-0
20,2016-09-14-13-0
21,2016-09-14-13-0
20,2016-09-14-13-0
21,2016-09-14-13-0
24,2016-09-14-13-0
22,2016-09-14-13-0
22,2016-09-14-13-0
22,2016-09-14-13-0
22,2016-09-14-13-1
23,2016-09-14-13-1
24,2016-09-14-13-1
27,2016-09-14-13-1
26,2016-09-14-13-1
25,2016-09-14-13-1
24,2016-09-14-13-1
24,2016-09-14-13-1
21,2016-09-14-13-1
20,2016-09-14-13-1
24,2016-09-14-13-2
26,2016-09-14-13-2
23,2016-09-14-13-2
24,2016-09-14-13-2
21,2016-09-14-13-2
20,2016-09-14-13-2
21,2016-09-14-13-2
18,2016-09-14-13-2
20,2016-09-14-13-2
20,2016-09-14-13-2
20,2016-09-14-13-3
21,2016-09-14-13-3
20,2016-09-14-13-3
21,2016-09-14-13-3
21,2016-09-14-13-3
18,2016-09-14-13-3
19,2016-09-14-13-3
21,2016-09-14-13-3
22,2016-09-14-13-3
23,2016-09-14-13-3
20,2016-09-14-13-4
19,2016-09-14-13-4
20,2016-09-14-13-4
19,2016-09-14-13-4
18,2016-09-14-13-4
19,2016-09-14-13-4
18,2016-09-14-13-4
19,2016-09-14-13-4
20,2016-09-14-13-4
24,2016-09-14-13-4
21,2016-09-14-13-5
23,2016-09-14-13-5
22,2016-09-14-13-5
20,2016-09-14-13-5
17,2016-09-14-13-5
17,2016-09-14-13-5
15,2016-09-14-13-5
15,2016-09-14-13-5
14,2016-09-14-13-5
16,2016-09-14-13-5
14,2016-09-14-14-0
18,2016-09-14-14-0
19,2016-09-14-14-0
21,2016-09-14-14-0
21,2016-09-14-14-0
22,2016-09-14-14-0
23,2016-09-14-14-0
26,2016-09-14-14-0
24,2016-09-14-14-0
22,2016-09-14-14-0
26,2016-09-14-14-1
27,2016-09-14-14-1
25,2016-09-14-14-1
24,2016-09-14-14-1
24,2016-09-14-14-1
24,2016-09-14-14-1
22,2016-09-14-14-1
19,2016-09-14-14-1
17,2016-09-14-14-1
18,2016-09-14-14-1
23,2016-09-14-14-2
19,2016-09-14-14-2
19,2016-09-14-14-2
20,2016-09-14-14-2
20,2016-09-14-14-2
21,2016-09-14-14-2
21,2016-09-14-14-2
22,2016-09-14-14-2
24,2016-09-14-14-2
26,2016-09-14-14-2
21,2016-09-14-14-3
25,2016-09-14-14-3
25,2016-09-14-14-3
22,2016-09-14-14-3
18,2016-09-14-14-3
17,2016-09-14-14-3
15,2016-09-14-14-3
17,2016-09-14-14-3
17,2016-09-14-14-3
15,2016-09-14-14-3
14,2016-09-14-14-4
15,2016-09-14-14-4
16,2016-09-14-14-4
16,2016-09-14-14-4
16,2016-09-14-14-4
18,2016-09-14-14-4
20,2016-09-14-14-4
21,2016-09-14-14-4
20,2016-09-14-14-4
17,2016-09-14-14-4
18,2016-09-14-14-5
24,2016-09-14-14-5
23,2016-09-14-14-5
21,2016-09-14-14-5
20,2016-09-14-14-5
23,2016-09-14-14-5
22,2016-09-14-14-5
24,2016-09-14-14-5
21,2016-09-14-14-5
21,2016-09-14-14-5
23,2016-09-14-15-0
28,2016-09-14-15-0
27,2016-09-14-15-0
26,2016-09-14-15-0
24,2016-09-14-15-0
21,2016-09-14-15-0
21,2016-09-14-15-0
21,2016-09-14-15-0
20,2016-09-14-15-0
19,2016-09-14-15-0
21,2016-09-14-15-1
20,2016-09-14-15-1
18,2016-09-14-15-1
19,2016-09-14-15-1
19,2016-09-14-15-1
21,2016-09-14-15-1
24,2016-09-14-15-1
23,2016-09-14-15-1
22,2016-09-14-15-1
21,2016-09-14-15-1
20,2016-09-14-15-2
20,2016-09-14-15-2
21,2016-09-14-15-2
21,2016-09-14-15-2
24,2016-09-14-15-2
23,2016-09-14-15-2
22,2016-09-14-15-2
22,2016-09-14-15-2
20,2016-09-14-15-2
22,2016-09-14-15-2
20,2016-09-14-15-3
23,2016-09-14-15-3
22,2016-09-14-15-3
23,2016-09-14-15-3
22,2016-09-14-15-3
22,2016-09-14-15-3
20,2016-09-14-15-3
20,2016-09-14-15-3
21,2016-09-14-15-3
22,2016-09-14-15-3
20,2016-09-14-15-4
21,2016-09-14-15-4
23,2016-09-14-15-4
20,2016-09-14-15-4
21,2016-09-14-15-4
20,2016-09-14-15-4
21,2016-09-14-15-4
20,2016-09-14-15-4
18,2016-09-14-15-4
18,2016-09-14-15-4
20,2016-09-14-15-5
19,2016-09-14-15-5
19,2016-09-14-15-5
18,2016-09-14-15-5
17,2016-09-14-15-5
20,2016-09-14-15-5
20,2016-09-14-15-5
20,2016-09-14-15-5
20,2016-09-14-15-5
16,2016-09-14-15-5
16,2016-09-14-16-0
16,2016-09-14-16-0
19,2016-09-14-16-0
20,2016-09-14-16-0
21,2016-09-14-16-0
19,2016-09-14-16-0
18,2016-09-14-16-0
17,2016-09-14-16-0
18,2016-09-14-16-0
19,2016-09-14-16-0
19,2016-09-14-16-1
22,2016-09-14-16-1
23,2016-09-14-16-1
19,2016-09-14-16-1
17,2016-09-14-16-1
17,2016-09-14-16-1
17,2016-09-14-16-1
16,2016-09-14-16-1
15,2016-09-14-16-1
12,2016-09-14-16-1
11,2016-09-14-16-2
12,2016-09-14-16-2
13,2016-09-14-16-2
14,2016-09-14-16-2
14,2016-09-14-16-2
14,2016-09-14-16-2
15,2016-09-14-16-2
13,2016-09-14-16-2
14,2016-09-14-16-2
14,2016-09-14-16-2
16,2016-09-14-16-3
14,2016-09-14-16-3
14,2016-09-14-16-3
16,2016-09-14-16-3
15,2016-09-14-16-3
16,2016-09-14-16-3
14,2016-09-14-16-3
14,2016-09-14-16-3
16,2016-09-14-16-3
13,2016-09-14-16-3
17,2016-09-14-16-4
15,2016-09-14-16-4
16,2016-09-14-16-4
15,2016-09-14-16-4
20,2016-09-14-16-4
19,2016-09-14-16-4
19,2016-09-14-16-4
17,2016-09-14-16-4
18,2016-09-14-16-4
17,2016-09-14-16-4
15,2016-09-14-16-5
