passengerCount,timeStamp
1,2016-09-12-12-4
2,2016-09-12-12-5
2,2016-09-12-12-5
0,2016-09-12-12-5
0,2016-09-12-12-5
1,2016-09-12-12-5
0,2016-09-12-12-5
0,2016-09-12-12-5
1,2016-09-12-12-5
2,2016-09-12-12-5
1,2016-09-12-12-5
1,2016-09-12-13-0
1,2016-09-12-13-0
2,2016-09-12-13-0
1,2016-09-12-13-0
1,2016-09-12-13-0
0,2016-09-12-13-0
1,2016-09-12-13-0
0,2016-09-12-13-0
0,2016-09-12-13-0
1,2016-09-12-13-0
1,2016-09-12-13-1
1,2016-09-12-13-1
1,2016-09-12-13-1
1,2016-09-12-13-1
1,2016-09-12-13-1
1,2016-09-12-13-1
1,2016-09-12-13-1
0,2016-09-12-13-1
0,2016-09-12-13-1
0,2016-09-12-13-1
0,2016-09-12-13-2
0,2016-09-12-13-2
2,2016-09-12-13-2
1,2016-09-12-13-2
1,2016-09-12-13-2
0,2016-09-12-13-2
0,2016-09-12-13-2
0,2016-09-12-13-2
0,2016-09-12-13-2
0,2016-09-12-13-2
1,2016-09-12-13-3
0,2016-09-12-13-3
1,2016-09-12-13-3
2,2016-09-12-13-3
1,2016-09-12-13-3
4,2016-09-12-13-3
4,2016-09-12-13-3
3,2016-09-12-13-3
3,2016-09-12-13-3
2,2016-09-12-13-3
2,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
1,2016-09-12-13-4
2,2016-09-12-13-5
2,2016-09-12-13-5
2,2016-09-12-13-5
3,2016-09-12-13-5
2,2016-09-12-13-5
1,2016-09-12-13-5
1,2016-09-12-13-5
1,2016-09-12-13-5
1,2016-09-12-13-5
1,2016-09-12-13-5
1,2016-09-12-14-0
1,2016-09-12-14-0
1,2016-09-12-14-0
1,2016-09-12-14-0
2,2016-09-12-14-0
3,2016-09-12-14-0
4,2016-09-12-14-0
2,2016-09-12-14-0
2,2016-09-12-14-0
2,2016-09-12-14-0
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
1,2016-09-12-14-1
2,2016-09-12-14-2
1,2016-09-12-14-2
1,2016-09-12-14-2
1,2016-09-12-14-2
2,2016-09-12-14-2
1,2016-09-12-14-2
1,2016-09-12-14-2
1,2016-09-12-14-2
2,2016-09-12-14-2
3,2016-09-12-14-2
2,2016-09-12-14-3
1,2016-09-12-14-3
1,2016-09-12-14-3
1,2016-09-12-14-3
2,2016-09-12-14-3
3,2016-09-12-14-3
2,2016-09-12-14-3
3,2016-09-12-14-3
3,2016-09-12-14-3
2,2016-09-12-14-3
1,2016-09-12-14-4
2,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
1,2016-09-12-14-4
2,2016-09-12-14-4
2,2016-09-12-14-5
1,2016-09-12-14-5
2,2016-09-12-14-5
2,2016-09-12-14-5
2,2016-09-12-14-5
1,2016-09-12-14-5
1,2016-09-12-14-5
1,2016-09-12-14-5
1,2016-09-12-14-5
4,2016-09-12-14-5
2,2016-09-12-15-0
1,2016-09-12-15-0
2,2016-09-12-15-0
2,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-0
1,2016-09-12-15-1
1,2016-09-12-15-1
1,2016-09-12-15-1
1,2016-09-12-15-1
1,2016-09-12-15-1
2,2016-09-12-15-1
3,2016-09-12-15-1
1,2016-09-12-15-1
1,2016-09-12-15-1
4,2016-09-12-15-1
6,2016-09-12-15-2
6,2016-09-12-15-2
4,2016-09-12-15-2
3,2016-09-12-15-2
1,2016-09-12-15-2
2,2016-09-12-15-2
2,2016-09-12-15-2
1,2016-09-12-15-2
0,2016-09-12-15-2
1,2016-09-12-15-2
1,2016-09-12-15-3
2,2016-09-12-15-3
0,2016-09-12-15-3
0,2016-09-12-15-3
0,2016-09-12-15-3
0,2016-09-12-15-3
2,2016-09-12-15-3
1,2016-09-12-15-3
0,2016-09-12-15-3
1,2016-09-12-15-3
2,2016-09-12-15-4
2,2016-09-12-15-4
2,2016-09-12-15-4
1,2016-09-12-15-4
1,2016-09-12-15-4
1,2016-09-12-15-4
0,2016-09-12-15-4
1,2016-09-12-15-4
1,2016-09-12-15-4
3,2016-09-12-15-4
2,2016-09-12-15-5
1,2016-09-12-15-5
0,2016-09-12-15-5
2,2016-09-12-15-5
2,2016-09-12-15-5
2,2016-09-12-15-5
1,2016-09-12-15-5
0,2016-09-12-15-5
0,2016-09-12-15-5
0,2016-09-12-15-5
1,2016-09-12-16-0
0,2016-09-12-16-0
0,2016-09-12-16-0
3,2016-09-12-16-0
0,2016-09-12-16-0
1,2016-09-12-16-0
1,2016-09-12-16-0
1,2016-09-12-16-0
0,2016-09-12-16-0
0,2016-09-12-16-0
0,2016-09-12-16-1
1,2016-09-12-16-1
1,2016-09-12-16-1
1,2016-09-12-16-1
0,2016-09-12-16-1
1,2016-09-12-16-1
0,2016-09-12-16-1
0,2016-09-12-16-1
1,2016-09-12-16-1
0,2016-09-12-16-1
1,2016-09-12-16-2
1,2016-09-12-16-2
1,2016-09-12-16-2
1,2016-09-12-16-2
0,2016-09-12-16-2
0,2016-09-12-16-2
2,2016-09-12-16-2
1,2016-09-12-16-2
0,2016-09-12-16-2
1,2016-09-12-16-2
1,2016-09-12-16-3
1,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-3
1,2016-09-12-16-3
0,2016-09-12-16-3
0,2016-09-12-16-4
1,2016-09-12-16-4
1,2016-09-12-16-4
1,2016-09-12-16-4
1,2016-09-12-16-4
2,2016-09-12-16-4
2,2016-09-12-16-4
0,2016-09-12-16-4
0,2016-09-12-16-4
1,2016-09-12-16-4
0,2016-09-12-16-5
0,2016-09-12-16-5
0,2016-09-12-16-5
0,2016-09-12-16-5
0,2016-09-12-16-5
1,2016-09-12-16-5
0,2016-09-12-16-5
0,2016-09-12-16-5
1,2016-09-12-16-5
1,2016-09-12-16-5
0,2016-09-12-17-0
0,2016-09-12-17-0
1,2016-09-12-17-0
1,2016-09-12-17-0
2,2016-09-12-17-0
2,2016-09-12-17-0
3,2016-09-12-17-0
2,2016-09-12-17-0
2,2016-09-12-17-0
3,2016-09-12-17-0
2,2016-09-12-17-1
2,2016-09-12-17-1
1,2016-09-12-17-1
1,2016-09-12-17-1
1,2016-09-12-17-1
3,2016-09-12-17-1
1,2016-09-12-17-1
2,2016-09-12-17-1
1,2016-09-12-17-1
2,2016-09-12-17-1
1,2016-09-12-17-2
3,2016-09-12-17-2
2,2016-09-12-17-2
1,2016-09-12-17-2
0,2016-09-12-17-2
0,2016-09-12-17-2
0,2016-09-12-17-2
1,2016-09-12-17-2
1,2016-09-12-17-2
0,2016-09-12-17-2
0,2016-09-12-17-3
1,2016-09-12-17-3
1,2016-09-12-17-3
1,2016-09-12-17-3
1,2016-09-12-17-3
1,2016-09-12-17-3
2,2016-09-12-17-3
1,2016-09-12-17-3
1,2016-09-12-17-3
0,2016-09-12-17-3
2,2016-09-12-17-4
1,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-4
1,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-4
0,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-17-5
2,2016-09-12-17-5
1,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-17-5
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-0
0,2016-09-12-18-1
1,2016-09-12-18-1
1,2016-09-12-18-1
2,2016-09-12-18-1
1,2016-09-12-18-1
1,2016-09-12-18-1
0,2016-09-12-18-1
0,2016-09-12-18-1
0,2016-09-12-18-1
0,2016-09-12-18-1
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-2
0,2016-09-12-18-3
2,2016-09-12-18-3
1,2016-09-12-18-3
1,2016-09-12-18-3
1,2016-09-12-18-3
1,2016-09-12-18-3
1,2016-09-12-18-3
0,2016-09-12-18-3
1,2016-09-12-18-3
2,2016-09-12-18-3
1,2016-09-12-18-4
2,2016-09-12-18-4
1,2016-09-12-18-4
0,2016-09-12-18-4
0,2016-09-12-18-4
1,2016-09-12-18-4
1,2016-09-12-18-4
0,2016-09-12-18-4
0,2016-09-12-18-4
1,2016-09-12-18-4
1,2016-09-12-18-5
2,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-18-5
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-0
0,2016-09-12-19-1
0,2016-09-12-19-1
1,2016-09-12-19-1
0,2016-09-12-19-1
1,2016-09-12-19-1
1,2016-09-12-19-1
0,2016-09-12-19-1
1,2016-09-12-19-1
1,2016-09-12-19-1
1,2016-09-12-19-1
1,2016-09-12-19-2
1,2016-09-12-19-2
1,2016-09-12-19-2
1,2016-09-12-19-2
2,2016-09-12-19-2
2,2016-09-12-19-2
4,2016-09-12-19-2
2,2016-09-12-19-2
2,2016-09-12-19-2
1,2016-09-12-19-2
1,2016-09-12-19-3
0,2016-09-12-19-3
1,2016-09-12-19-3
0,2016-09-12-19-3
0,2016-09-12-19-3
1,2016-09-12-19-3
1,2016-09-12-19-3
1,2016-09-12-19-3
1,2016-09-12-19-3
0,2016-09-12-19-3
1,2016-09-12-19-4
1,2016-09-12-19-4
0,2016-09-12-19-4
0,2016-09-12-19-4
0,2016-09-12-19-4
1,2016-09-12-19-4
0,2016-09-12-19-4
0,2016-09-12-19-4
1,2016-09-12-19-4
2,2016-09-12-19-4
1,2016-09-12-19-5
2,2016-09-12-19-5
2,2016-09-12-19-5
2,2016-09-12-19-5
2,2016-09-12-19-5
0,2016-09-12-19-5
2,2016-09-12-19-5
3,2016-09-12-19-5
1,2016-09-12-19-5
1,2016-09-12-19-5
1,2016-09-12-20-0
1,2016-09-12-20-0
2,2016-09-12-20-0
3,2016-09-12-20-0
2,2016-09-12-20-0
1,2016-09-12-20-0
1,2016-09-12-20-0
1,2016-09-12-20-0
1,2016-09-12-20-0
1,2016-09-12-20-0
1,2016-09-12-20-1
1,2016-09-12-20-1
1,2016-09-12-20-1
2,2016-09-12-20-1
0,2016-09-12-20-1
0,2016-09-12-20-1
0,2016-09-12-20-1
0,2016-09-12-20-1
0,2016-09-12-20-1
1,2016-09-12-20-1
1,2016-09-12-20-2
0,2016-09-12-20-2
0,2016-09-12-20-2
0,2016-09-12-20-2
0,2016-09-12-20-2
0,2016-09-12-20-2
0,2016-09-12-20-2
1,2016-09-12-20-2
1,2016-09-12-20-2
1,2016-09-12-20-2
0,2016-09-12-20-3
1,2016-09-12-20-3
2,2016-09-12-20-3
1,2016-09-12-20-3
1,2016-09-12-20-3
1,2016-09-12-20-3
1,2016-09-12-20-3
2,2016-09-12-20-3
2,2016-09-12-20-3
1,2016-09-12-20-3
0,2016-09-12-20-4
0,2016-09-12-20-4
1,2016-09-12-20-4
0,2016-09-12-20-4
0,2016-09-12-20-4
0,2016-09-12-20-4
2,2016-09-12-20-4
2,2016-09-12-20-4
2,2016-09-12-20-4
1,2016-09-12-20-4
1,2016-09-12-20-5
2,2016-09-12-20-5
3,2016-09-12-20-5
2,2016-09-12-20-5
1,2016-09-12-20-5
2,2016-09-12-20-5
1,2016-09-12-20-5
0,2016-09-12-20-5
0,2016-09-12-20-5
0,2016-09-12-20-5
2,2016-09-12-21-0
2,2016-09-12-21-0
4,2016-09-12-21-0
2,2016-09-12-21-0
3,2016-09-12-21-0
3,2016-09-12-21-0
2,2016-09-12-21-0
1,2016-09-12-21-0
4,2016-09-12-21-0
3,2016-09-12-21-0
1,2016-09-12-21-1
1,2016-09-12-21-1
1,2016-09-12-21-1
1,2016-09-12-21-1
2,2016-09-12-21-1
3,2016-09-12-21-1
4,2016-09-12-21-1
4,2016-09-12-21-1
5,2016-09-12-21-1
3,2016-09-12-21-1
5,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
6,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
4,2016-09-12-21-2
3,2016-09-12-21-3
1,2016-09-12-21-3
2,2016-09-12-21-3
2,2016-09-12-21-3
3,2016-09-12-21-3
3,2016-09-12-21-3
3,2016-09-12-21-3
2,2016-09-12-21-3
3,2016-09-12-21-3
3,2016-09-12-21-3
5,2016-09-12-21-4
7,2016-09-12-21-4
7,2016-09-12-21-4
8,2016-09-12-21-4
8,2016-09-12-21-4
8,2016-09-12-21-4
6,2016-09-12-21-4
6,2016-09-12-21-4
6,2016-09-12-21-4
6,2016-09-12-21-4
7,2016-09-12-21-5
8,2016-09-12-21-5
6,2016-09-12-21-5
6,2016-09-12-21-5
7,2016-09-12-21-5
7,2016-09-12-21-5
6,2016-09-12-21-5
6,2016-09-12-21-5
4,2016-09-12-21-5
5,2016-09-12-21-5
4,2016-09-12-22-0
2,2016-09-12-22-0
1,2016-09-12-22-0
1,2016-09-12-22-0
1,2016-09-12-22-0
1,2016-09-12-22-0
2,2016-09-12-22-0
2,2016-09-12-22-0
2,2016-09-12-22-0
2,2016-09-12-22-0
2,2016-09-12-22-1
1,2016-09-12-22-1
2,2016-09-12-22-1
3,2016-09-12-22-1
3,2016-09-12-22-1
5,2016-09-12-22-1
4,2016-09-12-22-1
6,2016-09-12-22-1
5,2016-09-12-22-1
4,2016-09-12-22-1
6,2016-09-12-22-2
6,2016-09-12-22-2
7,2016-09-12-22-2
6,2016-09-12-22-2
6,2016-09-12-22-2
5,2016-09-12-22-2
3,2016-09-12-22-2
2,2016-09-12-22-2
2,2016-09-12-22-2
2,2016-09-12-22-2
3,2016-09-12-22-3
2,2016-09-12-22-3
3,2016-09-12-22-3
1,2016-09-12-22-3
1,2016-09-12-22-3
1,2016-09-12-22-3
2,2016-09-12-22-3
1,2016-09-12-22-3
1,2016-09-12-22-3
2,2016-09-12-22-3
2,2016-09-12-22-4
3,2016-09-12-22-4
2,2016-09-12-22-4
4,2016-09-12-22-4
2,2016-09-12-22-4
3,2016-09-12-22-4
1,2016-09-12-22-4
1,2016-09-12-22-4
2,2016-09-12-22-4
2,2016-09-12-22-4
1,2016-09-12-22-5
1,2016-09-12-22-5
3,2016-09-12-22-5
1,2016-09-12-22-5
1,2016-09-12-22-5
2,2016-09-12-22-5
1,2016-09-12-22-5
2,2016-09-12-22-5
2,2016-09-12-22-5
2,2016-09-12-22-5
1,2016-09-12-23-0
2,2016-09-12-23-0
2,2016-09-12-23-0
0,2016-09-12-23-0
1,2016-09-12-23-0
0,2016-09-12-23-0
1,2016-09-12-23-0
0,2016-09-12-23-0
0,2016-09-12-23-0
0,2016-09-12-23-0
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
0,2016-09-12-23-1
3,2016-09-12-23-1
2,2016-09-12-23-2
1,2016-09-12-23-2
1,2016-09-12-23-2
2,2016-09-12-23-2
2,2016-09-12-23-2
3,2016-09-12-23-2
2,2016-09-12-23-2
2,2016-09-12-23-2
2,2016-09-12-23-2
2,2016-09-12-23-2
2,2016-09-12-23-3
2,2016-09-12-23-3
2,2016-09-12-23-3
1,2016-09-12-23-3
1,2016-09-12-23-3
0,2016-09-12-23-3
0,2016-09-12-23-3
0,2016-09-12-23-3
0,2016-09-12-23-3
0,2016-09-12-23-3
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
0,2016-09-12-23-4
1,2016-09-12-23-4
0,2016-09-12-23-5
1,2016-09-12-23-5
1,2016-09-12-23-5
3,2016-09-12-23-5
1,2016-09-12-23-5
1,2016-09-12-23-5
2,2016-09-12-23-5
2,2016-09-12-23-5
3,2016-09-12-23-5
1,2016-09-12-23-5
1,2016-09-13-00-0
2,2016-09-13-00-0
2,2016-09-13-00-0
1,2016-09-13-00-0
3,2016-09-13-00-0
1,2016-09-13-00-0
2,2016-09-13-00-0
2,2016-09-13-00-0
1,2016-09-13-00-0
1,2016-09-13-00-0
2,2016-09-13-00-1
2,2016-09-13-00-1
1,2016-09-13-00-1
1,2016-09-13-00-1
1,2016-09-13-00-1
1,2016-09-13-00-1
1,2016-09-13-00-1
2,2016-09-13-00-1
1,2016-09-13-00-1
2,2016-09-13-00-1
2,2016-09-13-00-2
0,2016-09-13-00-2
0,2016-09-13-00-2
1,2016-09-13-00-2
1,2016-09-13-00-2
1,2016-09-13-00-2
1,2016-09-13-00-2
2,2016-09-13-00-2
1,2016-09-13-00-2
3,2016-09-13-00-2
3,2016-09-13-00-3
3,2016-09-13-00-3
4,2016-09-13-00-3
2,2016-09-13-00-3
1,2016-09-13-00-3
1,2016-09-13-00-3
1,2016-09-13-00-3
4,2016-09-13-00-3
2,2016-09-13-00-3
1,2016-09-13-00-3
2,2016-09-13-00-4
2,2016-09-13-00-4
3,2016-09-13-00-4
3,2016-09-13-00-4
2,2016-09-13-00-4
1,2016-09-13-00-4
3,2016-09-13-00-4
1,2016-09-13-00-4
0,2016-09-13-00-4
0,2016-09-13-00-4
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-00-5
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-0
0,2016-09-13-01-1
0,2016-09-13-01-1
1,2016-09-13-01-1
1,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-1
0,2016-09-13-01-2
1,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-2
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-3
0,2016-09-13-01-4
0,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-4
1,2016-09-13-01-5
1,2016-09-13-01-5
1,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-01-5
0,2016-09-13-02-0
1,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-0
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-1
1,2016-09-13-02-1
0,2016-09-13-02-1
0,2016-09-13-02-2
0,2016-09-13-02-2
1,2016-09-13-02-2
1,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-2
0,2016-09-13-02-3
0,2016-09-13-02-3
0,2016-09-13-02-3
0,2016-09-13-02-3
0,2016-09-13-02-3
0,2016-09-13-02-3
0,2016-09-13-02-3
1,2016-09-13-02-3
2,2016-09-13-02-3
1,2016-09-13-02-3
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-4
1,2016-09-13-02-4
0,2016-09-13-02-4
0,2016-09-13-02-5
2,2016-09-13-02-5
1,2016-09-13-02-5
1,2016-09-13-02-5
1,2016-09-13-02-5
1,2016-09-13-02-5
1,2016-09-13-02-5
2,2016-09-13-02-5
1,2016-09-13-02-5
2,2016-09-13-02-5
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-0
1,2016-09-13-03-1
1,2016-09-13-03-1
0,2016-09-13-03-1
0,2016-09-13-03-1
0,2016-09-13-03-1
1,2016-09-13-03-1
1,2016-09-13-03-1
1,2016-09-13-03-1
0,2016-09-13-03-1
0,2016-09-13-03-1
1,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
0,2016-09-13-03-2
1,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-3
0,2016-09-13-03-4
0,2016-09-13-03-4
2,2016-09-13-03-4
1,2016-09-13-03-4
2,2016-09-13-03-4
2,2016-09-13-03-4
2,2016-09-13-03-4
2,2016-09-13-03-4
1,2016-09-13-03-4
1,2016-09-13-03-4
1,2016-09-13-03-5
2,2016-09-13-03-5
2,2016-09-13-03-5
2,2016-09-13-03-5
2,2016-09-13-03-5
0,2016-09-13-03-5
0,2016-09-13-03-5
0,2016-09-13-03-5
0,2016-09-13-03-5
0,2016-09-13-03-5
1,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-0
1,2016-09-13-04-0
0,2016-09-13-04-0
0,2016-09-13-04-1
0,2016-09-13-04-1
0,2016-09-13-04-1
0,2016-09-13-04-1
0,2016-09-13-04-1
0,2016-09-13-04-1
1,2016-09-13-04-1
1,2016-09-13-04-1
1,2016-09-13-04-1
0,2016-09-13-04-1
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
0,2016-09-13-04-2
1,2016-09-13-04-2
1,2016-09-13-04-3
1,2016-09-13-04-3
2,2016-09-13-04-3
1,2016-09-13-04-3
1,2016-09-13-04-3
1,2016-09-13-04-3
2,2016-09-13-04-3
1,2016-09-13-04-3
1,2016-09-13-04-3
1,2016-09-13-04-3
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-4
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
2,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-04-5
1,2016-09-13-05-0
2,2016-09-13-05-0
2,2016-09-13-05-0
2,2016-09-13-05-0
2,2016-09-13-05-0
2,2016-09-13-05-0
1,2016-09-13-05-0
1,2016-09-13-05-0
1,2016-09-13-05-0
1,2016-09-13-05-0
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-1
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
1,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-2
0,2016-09-13-05-3
1,2016-09-13-05-3
0,2016-09-13-05-3
1,2016-09-13-05-3
0,2016-09-13-05-3
0,2016-09-13-05-3
1,2016-09-13-05-3
0,2016-09-13-05-3
0,2016-09-13-05-3
0,2016-09-13-05-3
0,2016-09-13-05-4
0,2016-09-13-05-4
1,2016-09-13-05-4
1,2016-09-13-05-4
0,2016-09-13-05-4
0,2016-09-13-05-4
0,2016-09-13-05-4
0,2016-09-13-05-4
0,2016-09-13-05-4
0,2016-09-13-05-4
1,2016-09-13-05-5
2,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-05-5
1,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-05-5
0,2016-09-13-06-0
0,2016-09-13-06-0
2,2016-09-13-06-0
1,2016-09-13-06-0
0,2016-09-13-06-0
0,2016-09-13-06-0
0,2016-09-13-06-0
0,2016-09-13-06-0
0,2016-09-13-06-0
0,2016-09-13-06-0
2,2016-09-13-06-1
0,2016-09-13-06-1
0,2016-09-13-06-1
1,2016-09-13-06-1
0,2016-09-13-06-1
0,2016-09-13-06-1
0,2016-09-13-06-1
0,2016-09-13-06-1
0,2016-09-13-06-1
3,2016-09-13-06-1
3,2016-09-13-06-2
2,2016-09-13-06-2
0,2016-09-13-06-2
1,2016-09-13-06-2
0,2016-09-13-06-2
1,2016-09-13-06-2
1,2016-09-13-06-2
1,2016-09-13-06-2
1,2016-09-13-06-2
1,2016-09-13-06-2
0,2016-09-13-06-3
0,2016-09-13-06-3
0,2016-09-13-06-3
0,2016-09-13-06-3
0,2016-09-13-06-3
1,2016-09-13-06-3
0,2016-09-13-06-3
0,2016-09-13-06-3
1,2016-09-13-06-3
0,2016-09-13-06-3
0,2016-09-13-06-4
0,2016-09-13-06-4
1,2016-09-13-06-4
1,2016-09-13-06-4
0,2016-09-13-06-4
